ID_REF,MCM2,DEK,H2AFZ,METRN,NFIB,TPX2,MCM6,TOPBP1,FEN1,TTK,ESR1,MELK,E2F3,CYP2B7P,TP53TG1,RARRES1,ROPN1B,PLCH1,SLC7A8,MLPH,Result
GSM615135,9.750713064,10.02270456,12.00232262,10.46260469,11.77580297,8.956890312,10.64897416,8.496408974,9.917434621,7.268604864,9.006672409,7.977511168,8.008961015,7.225874033,10.6733866,8.648364375,7.837379424,7.955101814,9.765430528,12.77097578,0
GSM615136,11.14813154,12.38317914,12.5321408,6.913786226,11.74037597,11.15677418,10.73481761,10.09278148,9.835982198,10.1851783,7.993364216,12.04325013,10.11919968,5.649681567,9.306577499,13.84314023,10.53064002,8.179438077,9.151492439,8.278789198,0
GSM615137,11.8085427,11.92748675,12.23128794,8.001599422,12.41414337,10.62645017,11.6302143,9.82333155,10.34871043,9.053677196,9.341375933,10.34602995,9.429589165,5.967465453,9.326572549,11.79514738,11.35237694,8.453264348,8.766299289,10.86177184,1
GSM615138,10.68847514,11.16995255,12.51397397,10.0956362,11.11571691,9.79392214,10.87736875,9.988342304,9.556569051,8.250690032,11.25978992,9.862636373,9.440796088,12.74362922,9.61629181,9.390892524,4.166520442,7.148491048,9.696365984,11.46768298,0
GSM615139,11.28526096,11.83757586,13.18632654,8.810518316,11.25593609,11.12616899,11.33312959,9.762887898,10.65760628,9.825266003,7.911479351,11.5167144,8.513366973,7.816293518,9.166477593,13.40501873,6.821253853,7.791381704,9.266305859,11.51968339,1
GSM615140,10.77468736,10.68368166,11.71428934,8.485449459,12.66579735,10.07477044,10.81375305,10.35899126,9.137560538,7.88997874,9.363661057,10.00720206,10.13729346,5.102236238,9.091357289,13.73243784,11.02069087,8.476057319,9.182434868,10.54037989,1
GSM615141,10.62899236,11.86027563,11.65833253,9.238213474,12.45135609,10.5935388,10.38558326,9.509928515,9.627499003,9.185572481,10.13283025,10.01157616,10.16485838,7.000473998,8.597297041,10.76247503,9.959285111,8.156382697,8.16157959,9.769715254,0
GSM615142,10.62513455,10.51421511,12.94152156,9.127372112,8.381844607,9.994763471,10.64341951,9.522365128,10.08380173,7.980537492,13.62144602,8.965207313,7.845692906,14.73650295,9.742280089,8.538017797,5.143690357,7.77720029,9.18186191,11.69611628,0
GSM615143,11.24239345,11.59510582,11.68132985,6.592158119,12.74957828,10.7019242,11.49755311,9.901760657,10.72643376,8.191761547,8.90502752,9.800362038,10.27495223,8.504663122,9.607781253,10.21402631,8.12455516,9.477664794,8.814854737,9.9000772,1
GSM615144,11.01117424,10.46609167,12.20657906,9.035976255,9.629149987,10.05056279,11.08381879,9.356739102,10.59323658,5.000359111,12.68094194,10.40525558,6.817918436,13.81310635,9.909574811,8.634009681,6.824516582,8.497277526,10.18267013,13.70737428,0
GSM615145,9.626989813,11.00302514,11.54009618,9.147795917,11.25661455,10.36861206,10.2532656,9.787904855,9.338836663,8.598215475,9.271815777,10.17367702,9.154129107,7.731936274,8.421158829,16.11363389,8.572499727,7.309739963,9.050176497,11.13688157,0
GSM615146,10.1847013,12.50406985,12.7931328,7.480436989,11.90820132,10.77480324,10.59231723,9.738483799,9.693336632,9.545011968,9.001736002,11.33793907,9.313105042,5.656113293,9.206999722,9.974302183,10.38418384,7.67008771,8.245717475,10.37914093,1
GSM615147,10.44129301,9.771255809,11.95977637,10.26555586,11.74550381,9.08657302,10.75745509,9.342235948,8.908478488,7.750389176,13.01914844,9.226287707,7.977980112,11.36777548,10.20818923,14.31640731,9.200305692,8.411616079,9.989452828,13.33462158,0
GSM615148,11.04182064,12.61970218,12.27917709,7.803668797,12.33565083,10.93573214,10.53898952,9.180907535,10.57638315,9.706601244,10.05220626,10.34382742,9.050465645,6.89929358,9.430104689,12.02062048,10.07962584,7.077209525,9.232053702,11.05977823,0
GSM615149,10.05178091,10.56446635,12.57901903,7.130021328,13.74077962,10.7307923,10.85603983,9.601476021,9.912356039,9.585362863,7.694804688,11.7491022,9.61762442,7.057327394,8.601741219,9.560321043,10.35272562,8.243065722,8.412011242,8.808472799,0
GSM615150,10.03836866,11.28219513,11.23890677,10.10878933,10.03963177,9.353203428,9.895426578,9.183923084,8.055767067,7.667330422,14.188087,9.273740474,7.754377422,11.7100904,9.411966228,9.515832637,7.450979743,7.376027271,10.38479111,13.34585513,0
GSM615151,11.20542392,12.77269942,13.43650893,7.564682822,11.52413418,11.40149117,12.49921234,10.31256298,10.85695938,9.586839655,8.63704633,10.35933103,10.42204133,6.115421391,9.173008228,9.862755833,8.540016236,8.513506503,7.610988621,9.94120445,0
GSM615152,11.30909245,13.0545741,13.14374716,8.878778153,13.70268351,11.47876984,11.86400498,9.918202657,10.52742501,9.677987662,8.839831291,11.35148879,10.04669264,7.112218513,8.426570555,8.441948856,8.166235911,11.37827977,8.566366535,10.84372162,0
GSM615153,10.96113874,10.38697128,11.65047285,11.30772463,10.30867732,10.39507003,10.2889218,9.422351954,9.590939527,8.410968279,14.30079535,8.754675148,7.762224155,10.49272539,10.44899037,10.82064466,7.166467536,7.876251862,10.4219521,11.74064765,0
GSM615154,10.93764231,11.59688237,11.70980576,8.701973911,12.83367837,10.33202354,11.32981709,9.277561726,10.69855078,8.413268903,8.606357807,9.808331645,9.462428982,4.923501735,9.332548152,9.361474054,9.397906206,9.561082443,8.468249792,10.18016922,1
GSM615155,10.62605286,11.27074408,13.00883406,8.294451079,11.14037739,9.87491506,11.14574921,9.856847496,11.00854619,8.79948647,12.48212524,9.153256642,8.989537408,11.60168848,9.812155475,9.817606216,8.341281458,8.015894153,8.745470021,11.78483826,0
GSM615156,11.83221644,12.22449731,12.09990413,8.793535335,12.3600262,12.74730078,11.53261553,9.461157927,10.47569466,9.391920256,7.769447617,11.44376563,9.322264262,6.769794241,9.003555698,7.892302224,10.7359938,9.722149959,8.633413012,9.065562365,0
GSM615157,9.947949166,12.34502267,11.83988979,8.821656394,11.21032698,10.23169433,10.8338613,9.85354225,8.908161605,7.215759366,10.89004063,9.628013829,8.397854771,10.45090632,9.612872014,9.947510346,7.309805751,8.518431333,10.92526185,12.11450957,0
GSM615158,9.582762961,10.91365087,10.74660647,10.10287694,11.20374334,7.768064398,8.231789011,9.468526281,8.591005644,6.832956858,14.26572231,7.57313779,8.704205606,13.22749973,10.10904834,9.367799572,6.928418489,6.957061325,9.931023188,12.96581078,0
GSM615159,9.94727207,10.25144651,12.85235357,9.508591659,9.786886094,10.39137116,10.16235599,8.463994588,9.669678308,8.650911936,8.446449874,9.625167611,8.254366862,7.127796994,9.464434989,10.89113908,8.57957778,7.297624521,10.48736187,11.25923747,0
GSM615160,11.10940422,11.83328033,13.11454567,7.758938047,12.0650937,11.08831295,11.65939993,10.38230231,9.889488966,9.573817481,8.147752754,10.7785584,9.624645935,6.557458242,8.403605285,10.61986261,9.415936909,9.024263623,9.11048182,9.309019644,0
GSM615161,10.78615357,10.49953233,12.58407953,11.07585736,10.84788348,10.09111955,10.02828674,9.86957725,10.27199189,8.141129821,13.19731592,8.825486188,7.832084352,11.26232817,9.857540627,8.718219362,7.600732291,4.972041216,10.45232531,13.19753455,0
GSM615162,10.46563618,10.55798379,11.94892307,9.939606374,10.41193629,9.892817608,10.07909917,9.218132814,9.151044435,7.151429422,14.43622134,8.605492939,7.24158064,10.78374072,10.13529808,9.014324033,7.950966637,7.510596471,9.334506541,13.60584283,0
GSM615164,11.11203932,13.5976651,12.90511454,7.890388865,12.62253227,11.05799055,11.60955013,9.88501271,10.38934651,10.14101056,8.543698292,10.66311736,9.818899579,5.952573875,9.058348759,10.12655891,7.50253089,8.705420227,8.933574203,9.863415736,1
GSM615165,10.13778263,10.66371955,11.45098271,9.534023005,10.4329652,9.390442369,10.17261277,9.632962865,9.134974536,7.196695937,11.36523555,10.21299265,8.92154019,5.837967766,9.46861376,9.022545747,7.286078293,7.369922549,10.41581217,12.98343814,0
GSM615166,10.44313172,11.06089938,11.76530265,9.241173142,11.89134172,9.907492423,10.65587307,9.55732143,9.50956992,8.795115345,12.46896355,9.374337242,8.755018816,11.48484856,10.47343621,10.10503602,8.471189893,7.818642638,9.910078063,12.51639035,0
GSM615167,10.64726551,11.28205827,10.71852511,8.577439853,12.52963451,8.945755586,10.55932993,8.682064297,8.548652057,7.057287645,11.24507199,8.885470426,8.710410812,7.635022979,9.568733244,9.379162972,11.6042266,8.305724941,9.508055065,11.32130045,1
GSM615168,9.560037111,9.9349986,10.54289559,9.392452352,11.818661,8.861870165,9.256754797,9.013365284,4.90306852,7.508559903,13.16143874,8.675387715,9.38757829,9.346673104,9.988986095,9.254547227,6.818130682,8.303143667,10.25184775,13.97491235,0
GSM615169,10.88259202,12.09586797,11.69413185,7.227058061,11.6360225,10.56868993,11.00130612,9.356086104,9.791650046,8.888206421,10.90998085,9.203391856,8.899545418,6.170840911,9.089920362,11.21909611,7.98891677,5.437446726,8.929756228,10.70969345,0
GSM615170,9.722062144,11.15651718,11.34516765,9.950832289,11.32906076,8.845830659,9.754224532,9.263204707,8.583020618,7.14809896,12.44114555,8.290254629,8.33550541,12.3990542,10.05214541,9.634845774,8.036598608,8.169605148,10.15860143,13.22203203,0
GSM615171,9.9212212,11.92538271,12.55553759,4.83794806,12.23767053,9.648567376,10.45424646,10.01127879,10.1094885,8.174320959,8.937283389,9.692263259,9.517099008,4.927192247,9.092060955,14.69380688,8.293534049,8.344324912,8.828372767,9.346574711,1
GSM615172,9.873676827,10.67883484,11.29447765,10.29714199,11.04267985,9.369813378,10.18023632,8.936920045,9.236354617,6.621215428,14.14580338,9.439048207,8.582222672,11.19721891,10.28006298,7.573098756,7.903357915,7.433444647,10.02535437,13.12806241,0
GSM615173,9.893584252,10.78878115,11.26282,8.535263679,11.37497305,8.977852374,9.816781216,8.793477557,8.854438439,7.678074985,12.68669411,8.151247521,7.410005652,9.090144657,10.18336257,8.791983336,7.928949006,7.54138596,10.02906042,13.15573736,0
GSM615174,10.80703509,10.51368428,11.21296696,10.99156404,10.60256479,10.72111368,11.24583016,9.854501327,10.45245079,8.89386361,14.19765921,10.39894317,7.748811022,9.96767311,9.576364909,8.329775163,5.448916794,7.628438824,8.105489711,13.46108403,0
GSM615175,10.56339504,11.14179748,13.25415921,7.639920895,10.34349018,11.3495372,11.22151453,9.460951574,9.431326357,9.229469014,9.20380382,9.827814169,9.192686223,7.533801529,9.288466245,11.24297023,7.847076984,5.836695129,8.660712934,9.867611527,1
GSM615176,9.296337811,10.52116851,10.59028986,7.495545197,12.71395057,8.713598501,9.331803453,8.594165114,7.84732761,7.764361525,11.26417321,6.316761842,8.389465946,6.401649241,10.06748697,10.53710234,8.328835783,7.72551072,9.717317541,13.29228876,0
GSM615177,10.87107306,11.99657502,12.18647321,9.477109786,11.01996888,10.0666581,10.05677133,10.40979792,9.934540901,7.518249694,13.37996585,10.04400907,7.101004996,9.363074187,10.88690143,7.541285742,8.421832016,7.615927088,10.01104459,13.36860076,0
GSM615178,10.33088588,11.34490531,12.00605024,9.729300571,10.71663083,10.79529751,10.31586115,9.058986983,10.08863189,9.276331251,8.200313856,10.37951026,9.061276944,5.942038507,9.292069659,12.03427531,10.65248425,7.954026538,7.916703449,9.627066693,0
GSM615179,9.129185875,10.52963396,10.83522741,9.09205175,10.32783172,7.694072147,9.27538746,9.710237762,9.478446364,7.478989497,14.73888225,7.571283299,7.080197494,10.28071029,10.59169606,7.390086885,7.552703738,8.164835242,10.37466253,14.08466817,0
GSM615180,8.744344815,10.18086944,11.60521009,8.672196601,8.744939336,6.96735686,9.365423553,9.829533574,7.506038076,7.145675705,12.79853432,7.837430053,7.428584845,3.470770153,9.504732311,8.047006218,6.607663729,7.610323409,10.17161023,13.89500905,0
GSM615181,10.85248753,11.7546252,12.50093227,6.799642427,11.59226075,10.76580756,10.43838291,10.5692085,10.09388525,8.346557063,7.267670265,11.20742153,8.893217537,5.281498374,9.043038209,9.709488743,10.07536782,10.91079545,8.613019588,10.10465794,1
GSM615182,10.01016689,10.15975033,13.45367548,9.521564962,10.17776183,10.09304614,11.21659873,9.637946941,9.766759513,7.653477395,8.818551642,8.936624401,8.766178929,15.00919706,11.43537678,5.696018873,6.64424365,9.550080001,10.47493108,12.58753973,0
GSM615183,10.45225465,10.65610539,11.06551352,8.699316444,9.816713596,9.367748222,9.665152122,10.07082448,9.07429298,7.513115593,13.40339987,9.042620977,8.361237832,11.57365305,9.531431053,9.153755167,8.391694519,7.439656952,11.22031883,13.25367193,0
GSM615184,10.15948509,11.66902937,11.94520618,7.482803505,10.85598977,10.02922698,10.30081033,10.22938186,11.06683197,8.274260448,7.841942344,10.1954577,9.931043668,6.00445985,8.701044773,10.84808653,11.01614876,9.317869135,8.436840547,7.891912693,0
GSM615185,9.858823856,11.78912256,12.5029755,6.391896284,11.07516202,10.6642581,10.0483634,9.373561546,9.265299935,8.83987784,8.792814111,11.33126049,9.574464119,7.947084687,9.59708954,12.0858213,9.888285633,8.151593042,9.258347118,11.12520441,0
GSM615186,10.32672514,10.52217867,12.6668628,9.256952648,8.824453043,10.18801765,10.52689927,9.728389606,10.39912955,9.182684138,13.38206838,10.07424508,8.956421712,13.30645008,9.464733346,9.504055679,7.428361899,7.418006714,10.07922756,13.42191818,1
GSM615187,9.92869984,10.75668485,11.95124801,9.478396671,8.410886872,8.605408101,9.566448719,9.211833338,9.689312585,7.458754431,14.19814362,8.181150331,7.487107283,11.77778223,10.13250504,7.99003812,6.783853605,5.953776198,10.25155716,14.35661096,0
GSM615188,9.732835155,10.95746411,12.05869829,9.614115503,9.864262682,10.33179823,10.54018189,9.967970432,10.03992089,8.867424503,12.47602427,10.09188449,9.199697252,12.57031212,9.220099918,7.581968077,7.013716156,8.232468795,9.417235545,12.70501705,0
GSM615189,9.722734354,10.52611969,12.29403108,9.661147036,10.98673753,8.973889325,9.996085811,9.89880683,9.376253809,8.298841929,8.989008535,10.33937953,9.322215637,6.086322448,9.420052329,7.805867817,3.097122147,8.877120277,9.443168831,12.44522755,0
GSM615190,11.61965814,12.28604402,12.57630719,5.639699883,11.90055324,10.81695168,10.8659773,10.07902642,9.914552409,8.742092345,8.406740416,9.807320505,8.815847373,4.76850124,9.897933159,9.512987584,7.432624749,9.21164423,8.56112387,9.276903315,0
GSM615191,12.06668561,12.84197796,13.46130496,7.296623388,11.21171989,11.06482772,12.10496262,10.12593962,10.82580797,9.299477052,8.762869219,11.66614101,9.976811238,7.170858937,9.157793567,10.309685,10.04525767,9.143012707,8.014359911,9.59526381,1
GSM615192,9.885483444,10.48465809,11.98594055,10.04973572,9.78400406,9.373098368,9.871756772,9.599810364,9.916216369,7.871385667,11.83402914,9.450179371,8.19699154,13.25612157,9.989577,8.513592848,7.636607212,6.871766034,9.602366835,13.93432688,0
GSM615193,10.09161089,11.63761337,11.7826421,7.548412017,11.55328587,9.149769202,10.55743074,10.1607532,9.101229669,7.934443784,9.693850078,9.191341211,8.743059447,3.843558598,9.090104358,11.39912391,9.371743745,8.029460882,8.483836445,10.30751904,1
GSM615194,11.64199604,12.06662997,14.08433609,7.85763769,13.8479462,11.41628681,11.1211823,10.29561362,10.66319988,10.83139019,7.513251895,11.14579684,10.04130754,7.33441039,9.633369263,10.75988757,9.598122669,9.363595674,7.590351788,9.268890607,1
GSM615195,11.2963832,11.86756874,12.08054766,7.30735814,11.44819148,11.16913461,11.65740711,10.2789111,9.786293872,9.273059547,9.259040762,11.32665381,9.288021358,7.86363461,8.985165262,13.52981738,9.631567646,8.397554895,8.384573911,9.610095968,0
GSM615196,10.97498744,11.90087571,13.05953814,9.754190144,10.15648275,10.79077173,10.87692962,9.937973349,10.21810553,9.142479909,13.00980989,10.36333937,9.090365578,12.84113224,9.63321621,4.883938839,6.560278847,7.79729241,9.190897592,12.65200995,0
GSM615197,9.674956559,10.79948646,12.47692152,8.39341243,11.02728963,8.966245402,9.911792964,9.517615238,9.166085169,7.382736786,8.761702617,8.229112973,8.24223546,14.98013265,11.37854472,7.672693095,5.803046989,8.028603789,11.28998212,13.8866857,0
GSM615198,10.2584032,10.50956368,11.82862822,8.786623939,9.753284055,10.21202508,10.05376726,9.766806045,10.10979223,7.705984906,13.46421291,9.161955849,8.129102075,12.80781772,9.776511369,7.817368283,7.184184117,8.530083838,10.58050191,14.38703425,0
GSM615199,9.072973974,10.0510806,11.1281001,10.13305316,7.814005765,8.235491015,9.04839161,9.348738381,9.017873817,6.82172231,11.60289195,6.787183353,9.043546604,11.2646611,10.39552733,9.700579112,7.630330927,6.7490408,9.70323292,13.43779839,0
GSM615200,11.50366442,11.63101563,13.52223405,10.36247552,9.791191083,10.83813763,11.11282848,10.71454588,10.1715035,9.062595186,13.3037418,10.13475829,8.65207631,10.7705472,9.449504235,8.586085267,7.310975569,7.59408053,9.902194003,13.8628481,0
GSM615201,11.27763836,11.05940189,13.0870107,9.803274094,9.067646897,10.85677454,10.98699574,10.30559175,11.29420171,9.20182915,12.41423034,10.44878558,9.043528763,9.486244835,9.723301663,6.326412348,5.701579555,7.233167375,9.071303681,13.14682787,1
GSM615202,10.95260738,11.69291641,12.33199845,7.293912603,12.78921879,10.65605589,11.84428275,9.931971688,10.02926751,9.513345185,10.86688106,11.57664982,9.441792859,7.914572355,9.415163879,11.40947156,9.0810808,9.779905986,9.087112591,11.9307831,1
GSM615203,9.548942147,9.630339863,10.52666825,10.38624862,9.563491655,8.717901797,9.13879498,10.33486508,8.815584259,5.624392701,12.89685375,7.79421544,7.897671675,14.03135141,11.012718,5.856919499,4.529701322,6.862179946,10.33946553,14.40593563,0
GSM615204,9.258326428,9.532667333,11.56368106,9.620470402,9.352394688,8.881627678,9.654647909,8.820693725,9.208262005,6.581242559,12.43300588,9.057487755,8.151313978,10.20403696,10.02041966,5.300394399,5.654154627,6.390695103,9.947382989,14.40057924,0
GSM615205,11.17314995,10.35909349,12.74709807,11.02571036,7.180576799,10.31160206,11.07802006,9.158687269,9.696517871,8.838984419,13.91763647,9.547177566,7.992348531,10.32978633,10.21193677,7.883219092,6.193519301,7.922473433,10.575531,13.47589462,0
